Tache_ID,Date,Produit,Type_tissu,Quantite_kg,Machine_utilisee,Duree_min,Resultat_qualite_pct
T03007,2023-10-24,Tissus techniques,Lin,403,M9,161,78.37
T03008,2023-04-18,Housses,Soie,221,M5,185,78.91
T03009,2023-02-22,Draps,Lin,92,M5,110,70.9
T03010,2025-06-20,Serviettes,Mélange,166,M10,126,76.41
T03011,2023-08-06,Housses,Lin,456,M9,287,78.26
T03012,2025-02-25,Rideaux,Soie,238,M10,254,76.05
T03013,2024-01-10,Draps,Lin,334,M8,132,76.34
T03014,2024-08-15,Draps,Soie,193,M9,80,73.69
T03015,2023-04-11,Tissus techniques,Mélange,131,M10,276,71.49
T03016,2025-03-09,Rideaux,Lin,168,M6,258,77.39
T03017,2023-07-18,Housses,Polyester,160,M10,123,71.0
T03018,2025-04-22,Housses,Soie,63,M7,239,70.0
T03019,2023-07-07,Housses,Lin,167,M10,88,79.7
T03020,2025-03-19,Rideaux,Soie,407,M9,235,81.07
T03021,2025-08-09,Rideaux,Polyester,461,M6,167,72.06
T03022,2025-11-23,Draps,Lin,389,M2,226,76.08
T03023,2025-09-14,Housses,Soie,234,M10,106,70.0
T03024,2024-10-27,Housses,Polyester,314,M2,269,73.43
T03025,2025-03-20,Tissus techniques,Polyester,214,M5,193,70.0
T03026,2023-08-16,Draps,Mélange,425,M6,214,78.09
T03027,2023-11-04,Housses,Mélange,184,M2,272,70.25
T03028,2025-04-13,Rideaux,Polyester,397,M8,180,78.12
T03029,2023-10-04,Draps,Mélange,307,M5,280,71.26
T03030,2024-01-24,Draps,Polyester,278,M1,202,75.81
T03031,2023-04-03,Housses,Soie,106,M8,226,70.88
T03032,2023-06-17,Housses,Lin,399,M9,126,82.49
T03033,2025-05-24,Serviettes,Soie,110,M9,276,76.43
T03034,2023-05-12,Rideaux,Mélange,96,M3,297,74.28
T03035,2025-10-19,Rideaux,Coton,132,M2,222,71.66
T03036,2025-08-10,Rideaux,Soie,241,M7,252,80.78
T03037,2025-12-08,Tissus techniques,Polyester,113,M9,115,70.0
T03038,2024-01-10,Tissus techniques,Coton,413,M3,109,74.05
T03039,2024-02-21,Serviettes,Polyester,61,M7,261,70.97
T03040,2025-03-04,Serviettes,Coton,162,M6,191,80.0
T03041,2023-04-25,Housses,Soie,367,M6,81,76.73
T03042,2025-11-14,Serviettes,Polyester,241,M3,127,74.27
T03043,2023-06-12,Housses,Mélange,288,M3,119,71.43
T03044,2024-10-03,Housses,Mélange,312,M9,140,79.08
T03045,2024-03-28,Serviettes,Mélange,129,M10,172,75.44
T03046,2024-01-06,Rideaux,Mélange,456,M9,132,81.49
T03047,2024-09-26,Rideaux,Polyester,481,M5,94,77.73
T03048,2023-01-11,Rideaux,Mélange,421,M8,298,76.3
T03049,2023-10-04,Serviettes,Mélange,308,M10,162,72.28
T03050,2024-04-08,Rideaux,Lin,283,M1,276,75.91
T03051,2025-07-24,Serviettes,Lin,155,M1,60,70.0
T03052,2025-02-15,Draps,Mélange,490,M6,151,76.27
T03053,2024-07-07,Serviettes,Mélange,241,M2,160,73.55
T03054,2024-03-03,Rideaux,Soie,375,M8,129,76.03
T03055,2025-12-13,Serviettes,Soie,194,M8,73,72.27
T03056,2023-11-01,Serviettes,Soie,251,M4,279,76.42
T03057,2025-07-22,Draps,Lin,247,M9,176,75.18
T03058,2023-11-15,Rideaux,Mélange,182,M1,145,72.78
T03059,2023-02-18,Housses,Soie,219,M9,143,74.93
T03060,2023-03-17,Housses,Soie,249,M2,174,72.01
T03061,2023-08-09,Tissus techniques,Coton,55,M4,284,71.42
T03062,2024-02-01,Rideaux,Mélange,457,M9,104,79.59
T03063,2025-08-01,Serviettes,Polyester,95,M8,82,70.0
T03064,2025-10-09,Housses,Soie,182,M6,63,76.63
T03065,2023-10-16,Draps,Soie,186,M5,72,71.08
T03066,2025-08-22,Draps,Lin,398,M6,118,78.23
T03067,2024-07-04,Draps,Polyester,483,M6,220,83.15
T03068,2024-03-27,Rideaux,Coton,455,M3,172,81.88
T03069,2025-11-24,Serviettes,Coton,108,M6,201,72.26
T03070,2023-02-08,Draps,Mélange,383,M4,212,76.57
T03071,2024-04-04,Draps,Soie,376,M10,142,80.36
T03072,2025-11-27,Draps,Polyester,461,M3,97,81.24
T03073,2023-05-11,Draps,Mélange,339,M7,67,74.92
T03074,2025-08-26,Draps,Lin,299,M7,158,73.6
T03075,2024-01-22,Housses,Coton,246,M1,169,70.0
T03076,2023-06-23,Draps,Soie,198,M1,150,74.42
T03077,2023-02-18,Serviettes,Lin,332,M5,65,76.39
T03078,2025-12-04,Rideaux,Polyester,70,M8,218,74.81
T03079,2023-05-07,Housses,Mélange,436,M4,142,79.8
T03080,2023-02-15,Serviettes,Lin,492,M5,170,83.84
T03081,2023-06-22,Rideaux,Lin,129,M5,226,70.49
T03082,2025-02-03,Serviettes,Polyester,90,M5,284,75.21
T03083,2025-02-05,Tissus techniques,Mélange,339,M3,283,75.19
T03084,2024-06-18,Serviettes,Polyester,375,M3,180,79.83
T03085,2023-09-07,Housses,Soie,453,M9,199,74.68
T03086,2024-07-01,Tissus techniques,Mélange,187,M6,253,74.45
T03087,2024-09-21,Rideaux,Soie,76,M10,278,70.0
T03088,2023-02-20,Rideaux,Soie,340,M10,169,76.0
T03089,2024-10-04,Serviettes,Lin,354,M5,282,78.4
T03090,2024-11-25,Housses,Polyester,365,M4,61,75.74
T03091,2024-11-23,Housses,Polyester,218,M8,279,71.21
T03092,2025-05-09,Housses,Coton,426,M3,267,81.06
T03093,2023-01-16,Tissus techniques,Coton,499,M5,227,79.67
T03094,2024-06-22,Draps,Lin,334,M7,63,75.21
T03095,2023-02-17,Serviettes,Soie,259,M10,77,75.31
T03096,2023-09-03,Housses,Mélange,326,M2,237,84.43
T03097,2025-04-16,Housses,Coton,107,M2,71,75.6
T03098,2024-08-01,Housses,Polyester,191,M5,125,77.31
T03099,2024-04-25,Serviettes,Polyester,257,M8,94,76.45
T03100,2023-12-03,Housses,Polyester,88,M2,61,72.26
T03101,2025-05-12,Serviettes,Soie,231,M9,223,70.0
T03102,2023-02-14,Rideaux,Polyester,95,M5,266,70.0
T03103,2024-03-22,Draps,Coton,53,M9,191,70.0
T03104,2025-12-17,Tissus techniques,Soie,202,M2,138,70.0
T03105,2023-08-15,Serviettes,Lin,141,M9,154,70.0
T03106,2024-07-26,Housses,Lin,90,M5,204,70.0
T03107,2023-06-10,Housses,Mélange,86,M1,244,71.61
T03108,2024-04-05,Tissus techniques,Soie,491,M2,211,82.28
T03109,2025-10-24,Draps,Lin,279,M8,175,78.9
T03110,2023-02-04,Draps,Lin,468,M6,236,80.6
T03111,2023-08-22,Rideaux,Mélange,162,M4,144,70.35
T03112,2025-06-04,Rideaux,Coton,370,M5,207,71.6
T03113,2024-01-22,Draps,Soie,185,M7,282,70.0
T03114,2024-03-08,Housses,Soie,445,M10,268,75.09
T03115,2025-09-03,Draps,Mélange,308,M3,84,73.49
T03116,2025-01-15,Tissus techniques,Coton,215,M10,295,73.82
T03117,2024-06-18,Tissus techniques,Coton,178,M3,154,70.52
T03118,2023-12-15,Tissus techniques,Soie,353,M7,182,78.08
T03119,2025-04-05,Rideaux,Polyester,350,M7,157,76.3
T03120,2023-08-26,Draps,Lin,330,M8,114,76.63
T03121,2024-03-07,Housses,Coton,234,M8,89,78.1
T03122,2023-02-13,Tissus techniques,Lin,358,M7,232,73.62
T03123,2024-09-21,Serviettes,Soie,167,M5,103,74.6
T03124,2025-10-28,Draps,Polyester,137,M7,198,72.7
T03125,2024-12-22,Rideaux,Polyester,251,M1,221,74.02
T03126,2025-11-23,Tissus techniques,Mélange,319,M10,144,79.04
T03127,2025-10-20,Serviettes,Lin,86,M10,79,74.36
T03128,2025-12-08,Serviettes,Coton,192,M5,92,71.0
T03129,2023-08-20,Rideaux,Lin,203,M9,259,73.51
T03130,2024-07-09,Rideaux,Coton,195,M5,166,74.74
T03131,2023-05-01,Rideaux,Polyester,99,M7,298,71.16
T03132,2023-02-14,Tissus techniques,Polyester,481,M2,184,81.38
T03133,2023-01-02,Serviettes,Lin,275,M10,64,76.34
T03134,2024-08-09,Serviettes,Coton,117,M1,168,77.84
T03135,2025-07-01,Rideaux,Mélange,63,M9,256,70.0
T03136,2024-07-19,Draps,Lin,420,M9,230,78.03
T03137,2025-02-21,Tissus techniques,Coton,306,M9,188,73.39
T03138,2023-08-26,Serviettes,Polyester,126,M1,182,74.33
T03139,2024-04-01,Housses,Soie,496,M8,97,75.07
T03140,2023-07-27,Housses,Soie,446,M7,298,79.96
T03141,2024-04-09,Housses,Polyester,490,M9,238,77.91
T03142,2024-01-03,Rideaux,Coton,72,M9,155,70.0
T03143,2025-06-25,Rideaux,Mélange,84,M5,236,70.0
T03144,2024-06-03,Tissus techniques,Soie,453,M10,103,77.66
T03145,2023-03-15,Draps,Mélange,486,M6,96,82.97
T03146,2024-02-16,Draps,Mélange,264,M8,75,75.2
T03147,2025-10-14,Housses,Lin,489,M8,95,81.66
T03148,2023-02-25,Tissus techniques,Polyester,327,M6,300,81.53
T03149,2024-08-03,Serviettes,Lin,118,M6,201,73.15
T03150,2023-12-19,Tissus techniques,Lin,179,M9,285,71.9
T03151,2023-04-01,Draps,Polyester,398,M4,286,79.36
T03152,2024-03-12,Tissus techniques,Mélange,108,M6,122,70.53
T03153,2025-11-24,Housses,Lin,53,M6,202,70.0
T03154,2023-09-16,Tissus techniques,Lin,194,M1,131,70.0
T03155,2024-07-03,Draps,Coton,67,M7,235,74.12
T03156,2025-02-19,Rideaux,Mélange,488,M2,262,78.6
T03157,2024-02-17,Housses,Lin,416,M3,206,78.87
T03158,2025-09-14,Rideaux,Lin,269,M7,258,72.27
T03159,2023-05-12,Draps,Coton,333,M2,203,77.97
T03160,2024-09-12,Draps,Lin,467,M8,137,77.05
T03161,2025-04-13,Draps,Lin,223,M2,132,74.03
T03162,2023-11-22,Tissus techniques,Coton,319,M10,233,79.01
T03163,2023-03-10,Draps,Polyester,467,M3,77,81.71
T03164,2023-02-26,Housses,Lin,454,M4,199,79.01
T03165,2024-04-01,Draps,Soie,69,M4,226,70.0
T03166,2023-09-19,Tissus techniques,Mélange,450,M6,178,87.98
T03167,2023-08-24,Tissus techniques,Polyester,273,M5,224,80.7
T03168,2023-01-18,Housses,Polyester,239,M3,68,76.95
T03169,2024-03-25,Rideaux,Mélange,189,M1,109,71.52
T03170,2024-07-09,Housses,Polyester,405,M2,109,77.76
T03171,2023-01-19,Housses,Polyester,424,M6,152,76.85
T03172,2023-12-05,Rideaux,Polyester,198,M10,240,77.75
T03173,2024-03-06,Housses,Polyester,493,M2,126,80.65
T03174,2023-04-25,Tissus techniques,Lin,125,M6,285,70.15
T03175,2024-09-25,Tissus techniques,Coton,170,M4,248,71.99
T03176,2023-11-07,Draps,Polyester,268,M2,266,78.72
T03177,2025-04-04,Draps,Coton,393,M4,186,82.66
T03178,2023-04-23,Tissus techniques,Soie,417,M10,73,82.92
T03179,2025-03-24,Draps,Lin,429,M6,245,80.85
T03180,2025-03-24,Serviettes,Coton,466,M2,79,78.56
T03181,2023-09-19,Draps,Mélange,331,M4,229,70.0
T03182,2025-01-17,Tissus techniques,Mélange,341,M4,286,77.71
T03183,2023-04-02,Housses,Coton,146,M9,266,72.91
T03184,2025-10-03,Housses,Mélange,465,M7,270,79.72
T03185,2023-03-01,Housses,Lin,337,M10,164,76.9
T03186,2025-11-24,Housses,Coton,329,M2,128,72.6
T03187,2023-04-25,Rideaux,Mélange,265,M3,198,76.97
T03188,2023-06-17,Housses,Coton,235,M9,194,76.6
T03189,2024-08-22,Housses,Soie,306,M1,177,78.17
T03190,2024-09-16,Housses,Coton,141,M5,132,75.66
T03191,2024-05-09,Serviettes,Lin,385,M6,299,79.51
T03192,2025-09-24,Tissus techniques,Polyester,313,M5,67,75.03
T03193,2025-12-25,Housses,Lin,401,M8,67,77.81
T03194,2023-10-02,Tissus techniques,Polyester,180,M3,263,73.87
T03195,2023-11-09,Housses,Mélange,332,M1,83,76.96
T03196,2024-08-13,Housses,Mélange,331,M4,271,79.61
T03197,2024-04-21,Housses,Coton,221,M10,160,76.35
T03198,2024-09-13,Tissus techniques,Mélange,418,M2,129,84.59
T03199,2023-04-27,Rideaux,Mélange,485,M5,287,86.32
T03200,2024-05-11,Serviettes,Soie,282,M10,269,75.88
T03201,2023-11-25,Serviettes,Soie,147,M4,126,70.0
T03202,2024-11-15,Draps,Mélange,392,M2,78,81.55
T03203,2024-06-27,Housses,Soie,258,M2,240,73.54
T03204,2024-05-22,Tissus techniques,Soie,241,M9,230,72.42
T03205,2024-10-02,Housses,Mélange,460,M6,180,78.0
T03206,2023-01-16,Draps,Soie,109,M2,125,70.84
T03207,2023-03-06,Serviettes,Polyester,479,M10,166,81.42
T03208,2023-07-12,Housses,Polyester,487,M6,104,75.06
T03209,2023-10-26,Rideaux,Coton,354,M5,133,73.85
T03210,2023-07-01,Rideaux,Mélange,313,M5,196,77.29
T03211,2025-12-23,Tissus techniques,Coton,322,M2,186,78.31
T03212,2024-06-15,Rideaux,Soie,256,M9,93,77.04
T03213,2024-11-07,Tissus techniques,Mélange,407,M1,222,75.78
T03214,2023-09-19,Tissus techniques,Lin,381,M1,116,74.69
T03215,2024-06-20,Draps,Soie,289,M5,168,74.26
T03216,2024-05-07,Serviettes,Polyester,53,M10,240,71.78
T03217,2025-08-02,Rideaux,Polyester,222,M1,88,78.9
T03218,2025-11-27,Serviettes,Lin,149,M5,281,70.0
T03219,2023-12-03,Tissus techniques,Lin,400,M8,239,77.34
T03220,2024-10-14,Serviettes,Coton,306,M9,151,72.12
T03221,2023-12-09,Draps,Lin,250,M2,271,70.04
T03222,2025-01-04,Rideaux,Mélange,482,M6,282,82.54
T03223,2023-07-07,Serviettes,Lin,92,M1,173,73.47
T03224,2025-09-28,Rideaux,Soie,292,M9,236,77.19
T03225,2025-05-14,Serviettes,Coton,240,M5,94,77.56
T03226,2023-12-23,Draps,Coton,315,M7,160,74.86
T03227,2025-03-16,Serviettes,Soie,166,M5,71,72.02
T03228,2023-09-18,Draps,Polyester,339,M8,267,83.34
T03229,2025-08-24,Rideaux,Coton,331,M2,270,75.88
T03230,2025-12-28,Serviettes,Soie,90,M6,290,74.01
T03231,2025-02-25,Serviettes,Coton,352,M5,194,77.06
T03232,2023-12-18,Housses,Lin,289,M7,238,70.24
T03233,2023-05-07,Housses,Polyester,271,M4,155,70.0
T03234,2024-12-04,Housses,Mélange,255,M9,254,73.36
T03235,2023-06-09,Tissus techniques,Lin,478,M8,133,82.73
T03236,2024-08-04,Rideaux,Soie,144,M8,127,75.24
T03237,2025-12-15,Housses,Lin,113,M10,198,75.0
T03238,2023-08-03,Serviettes,Lin,147,M7,173,70.0
T03239,2025-02-22,Serviettes,Coton,219,M6,129,79.23
T03240,2023-04-15,Serviettes,Mélange,399,M10,175,75.09
T03241,2024-11-23,Draps,Polyester,397,M2,124,78.58
T03242,2025-06-18,Housses,Soie,92,M4,161,71.81
T03243,2024-04-05,Serviettes,Polyester,338,M1,162,76.24
T03244,2023-03-17,Tissus techniques,Soie,214,M6,126,78.3
T03245,2025-09-10,Draps,Coton,194,M3,77,71.76
T03246,2023-11-20,Housses,Soie,352,M9,192,72.99
T03247,2024-08-14,Draps,Coton,397,M10,163,78.0
T03248,2025-07-22,Tissus techniques,Soie,343,M4,270,75.66
T03249,2025-10-24,Serviettes,Soie,325,M4,159,86.63
T03250,2025-12-02,Tissus techniques,Mélange,315,M10,70,78.33
T03251,2025-10-16,Housses,Mélange,372,M3,268,76.21
T03252,2023-08-22,Housses,Mélange,170,M4,193,70.23
T03253,2023-01-04,Serviettes,Soie,500,M3,131,74.36
T03254,2023-09-24,Serviettes,Coton,362,M6,262,74.16
T03255,2025-03-23,Tissus techniques,Polyester,446,M7,183,79.26
T03256,2024-05-11,Tissus techniques,Lin,422,M3,97,82.72
T03257,2025-12-11,Draps,Polyester,206,M7,179,77.49
T03258,2025-09-28,Housses,Polyester,306,M9,275,76.81
T03259,2023-06-19,Rideaux,Polyester,295,M5,106,74.93
T03260,2023-01-05,Housses,Mélange,426,M3,117,79.33
T03261,2024-04-22,Tissus techniques,Coton,201,M3,277,72.46
T03262,2025-05-07,Housses,Mélange,80,M2,122,76.76
T03263,2025-08-28,Serviettes,Polyester,361,M3,197,76.65
T03264,2025-05-27,Draps,Mélange,256,M10,257,74.86
T03265,2024-06-16,Serviettes,Mélange,401,M6,119,71.37
T03266,2025-08-11,Draps,Lin,127,M1,184,71.95
T03267,2023-02-27,Rideaux,Mélange,397,M9,222,80.45
T03268,2023-06-13,Draps,Lin,144,M3,128,70.0
T03269,2024-11-02,Serviettes,Lin,378,M2,120,75.31
T03270,2025-04-15,Housses,Coton,80,M7,197,73.98
T03271,2024-01-20,Tissus techniques,Polyester,125,M10,270,70.0
T03272,2023-09-28,Rideaux,Polyester,237,M1,172,77.91
T03273,2025-10-07,Serviettes,Coton,69,M9,94,70.0
T03274,2025-03-26,Rideaux,Polyester,398,M10,91,76.79
T03275,2023-01-21,Tissus techniques,Coton,50,M9,154,70.0
T03276,2024-11-26,Tissus techniques,Coton,193,M2,208,74.99
T03277,2023-07-09,Draps,Soie,190,M2,155,81.18
T03278,2023-02-17,Serviettes,Lin,137,M5,88,75.08
T03279,2023-11-23,Serviettes,Mélange,240,M1,79,72.21
T03280,2023-03-08,Serviettes,Lin,499,M3,244,83.39
T03281,2023-04-19,Housses,Lin,416,M9,140,77.37
T03282,2025-02-10,Serviettes,Soie,169,M6,69,77.5
T03283,2023-03-04,Rideaux,Mélange,93,M7,277,74.28
T03284,2023-01-23,Draps,Mélange,471,M10,146,70.59
T03285,2023-11-05,Draps,Coton,218,M10,182,71.35
T03286,2025-11-10,Serviettes,Mélange,95,M5,298,74.73
T03287,2025-04-21,Rideaux,Coton,414,M10,225,78.73
T03288,2024-12-23,Draps,Mélange,489,M10,179,76.71
T03289,2025-09-28,Draps,Soie,258,M4,65,73.26
T03290,2025-02-20,Draps,Coton,228,M5,265,70.0
T03291,2023-12-04,Tissus techniques,Soie,76,M2,230,71.25
T03292,2024-02-01,Rideaux,Mélange,317,M3,268,82.97
T03293,2023-07-09,Rideaux,Soie,124,M1,221,74.89
T03294,2023-10-18,Serviettes,Lin,411,M8,108,84.79
T03295,2024-06-05,Housses,Lin,362,M8,93,79.89
T03296,2024-11-24,Serviettes,Coton,430,M6,156,81.68
T03297,2024-07-23,Tissus techniques,Mélange,416,M2,285,84.24
T03298,2024-08-27,Draps,Lin,287,M10,139,76.87
T03299,2024-12-01,Draps,Lin,61,M6,207,70.66
T03300,2024-03-11,Serviettes,Lin,382,M3,139,80.74
T03301,2025-10-15,Draps,Soie,391,M4,64,82.18
T03302,2024-09-14,Housses,Mélange,291,M9,275,74.38
T03303,2024-02-19,Serviettes,Coton,414,M3,269,76.12
T03304,2025-03-18,Rideaux,Polyester,73,M5,63,71.88
T03305,2023-07-25,Draps,Soie,492,M7,261,82.33
T03306,2025-11-09,Rideaux,Coton,101,M6,263,74.41
T03307,2024-12-21,Serviettes,Lin,225,M9,127,70.23
T03308,2025-02-20,Draps,Soie,56,M5,145,76.85
T03309,2025-12-20,Housses,Lin,411,M8,200,76.3
T03310,2023-05-16,Draps,Polyester,389,M7,137,76.98
T03311,2025-08-22,Draps,Soie,124,M10,91,70.0
T03312,2023-07-19,Housses,Coton,210,M4,117,82.29
T03313,2024-06-08,Serviettes,Mélange,202,M4,65,74.77
T03314,2025-11-05,Tissus techniques,Mélange,282,M9,190,73.09
T03315,2025-04-07,Draps,Coton,414,M3,292,80.87
T03316,2023-09-11,Serviettes,Coton,379,M6,162,79.89
T03317,2024-06-20,Housses,Coton,146,M5,125,72.36
T03318,2023-06-18,Rideaux,Soie,232,M10,268,77.16
T03319,2024-02-19,Tissus techniques,Polyester,407,M4,258,75.66
T03320,2025-06-02,Rideaux,Polyester,435,M5,281,77.22
T03321,2025-12-19,Serviettes,Coton,353,M6,131,71.03
T03322,2024-06-09,Housses,Coton,143,M9,113,70.0
T03323,2023-02-26,Tissus techniques,Mélange,486,M5,297,85.14
T03324,2025-05-09,Serviettes,Lin,479,M9,120,84.5
T03325,2023-10-21,Housses,Polyester,391,M9,287,78.02
T03326,2024-05-05,Tissus techniques,Mélange,472,M7,249,84.43
T03327,2023-01-28,Rideaux,Mélange,489,M6,270,79.3
T03328,2025-06-01,Housses,Polyester,276,M9,226,74.79
T03329,2025-07-23,Rideaux,Coton,272,M4,199,75.61
T03330,2025-03-17,Draps,Coton,419,M6,244,78.01
T03331,2025-03-12,Draps,Lin,103,M2,282,71.41
T03332,2025-10-24,Rideaux,Soie,131,M4,86,76.05
T03333,2023-07-13,Rideaux,Polyester,249,M4,288,75.43
T03334,2025-07-28,Serviettes,Coton,74,M5,270,73.62
T03335,2025-04-07,Rideaux,Mélange,486,M1,80,82.81
T03336,2024-07-27,Rideaux,Coton,284,M6,274,76.84
T03337,2024-12-13,Housses,Polyester,484,M2,127,76.77
T03338,2024-12-15,Serviettes,Polyester,366,M3,236,73.26
T03339,2025-04-24,Housses,Soie,465,M3,154,79.75
T03340,2024-08-09,Draps,Soie,112,M7,295,71.73
T03341,2024-07-22,Tissus techniques,Polyester,287,M7,139,76.0
T03342,2023-07-07,Serviettes,Soie,233,M6,190,74.61
T03343,2024-02-15,Draps,Coton,78,M7,206,79.31
T03344,2024-08-19,Tissus techniques,Mélange,165,M10,286,70.0
T03345,2023-05-19,Tissus techniques,Lin,166,M5,132,70.0
T03346,2023-07-20,Serviettes,Mélange,211,M2,148,75.22
T03347,2024-03-23,Housses,Lin,304,M10,257,74.95
T03348,2024-08-15,Rideaux,Coton,305,M4,117,77.05
T03349,2025-04-14,Draps,Coton,77,M8,197,73.29
T03350,2024-08-13,Draps,Polyester,159,M5,251,77.03
T03351,2024-01-07,Rideaux,Mélange,479,M2,169,75.06
T03352,2025-12-26,Rideaux,Polyester,362,M9,220,75.57
T03353,2025-01-21,Tissus techniques,Coton,311,M5,157,77.51
T03354,2024-09-26,Tissus techniques,Soie,53,M9,231,73.37
T03355,2024-08-13,Rideaux,Soie,459,M1,112,85.76
T03356,2024-04-22,Serviettes,Polyester,116,M9,259,75.19
T03357,2024-07-06,Serviettes,Soie,100,M10,220,71.83
T03358,2023-02-15,Serviettes,Soie,248,M6,171,72.29
T03359,2024-08-08,Housses,Coton,243,M1,298,73.17
T03360,2024-03-16,Tissus techniques,Lin,453,M4,165,77.28
T03361,2024-12-15,Tissus techniques,Coton,182,M8,238,75.61
T03362,2024-07-12,Tissus techniques,Coton,263,M5,67,76.03
T03363,2023-03-13,Draps,Lin,468,M4,125,75.39
T03364,2025-12-09,Rideaux,Soie,139,M5,236,71.47
T03365,2024-10-03,Tissus techniques,Soie,188,M9,243,76.39
T03366,2023-07-04,Rideaux,Mélange,375,M2,66,78.55
T03367,2025-10-11,Tissus techniques,Mélange,463,M2,203,80.97
T03368,2023-04-17,Draps,Soie,56,M4,221,72.27
T03369,2023-12-04,Rideaux,Soie,441,M7,183,83.7
T03370,2023-06-07,Serviettes,Coton,322,M6,82,77.15
T03371,2025-09-07,Housses,Soie,79,M7,205,70.42
T03372,2024-12-06,Rideaux,Mélange,330,M10,153,73.85
T03373,2024-12-19,Draps,Coton,71,M4,63,72.17
T03374,2025-10-15,Rideaux,Mélange,247,M4,202,70.0
T03375,2025-11-25,Draps,Polyester,78,M5,257,71.01
T03376,2024-02-13,Draps,Soie,257,M2,111,74.52
T03377,2023-07-07,Rideaux,Polyester,319,M6,109,72.29
T03378,2025-07-03,Draps,Polyester,451,M9,261,76.24
T03379,2023-09-18,Draps,Polyester,482,M8,289,82.07
T03380,2024-11-19,Housses,Soie,234,M9,241,75.37
T03381,2024-12-28,Draps,Lin,203,M10,122,74.37
T03382,2025-08-03,Serviettes,Mélange,357,M10,254,78.06
T03383,2023-08-19,Serviettes,Polyester,392,M5,253,78.12
T03384,2024-11-09,Rideaux,Mélange,433,M10,65,82.39
T03385,2024-12-15,Serviettes,Coton,113,M10,251,72.63
T03386,2025-06-05,Tissus techniques,Coton,442,M5,239,74.47
T03387,2024-11-15,Housses,Lin,474,M5,154,84.37
T03388,2025-11-13,Tissus techniques,Lin,272,M4,72,76.55
T03389,2024-02-05,Housses,Coton,260,M4,272,73.43
T03390,2024-10-19,Tissus techniques,Lin,500,M2,177,76.24
T03391,2023-04-25,Serviettes,Mélange,477,M6,161,80.73
T03392,2025-11-08,Tissus techniques,Mélange,441,M6,174,78.47
T03393,2023-12-24,Draps,Coton,218,M1,275,79.08
T03394,2025-04-09,Serviettes,Coton,484,M7,99,78.64
T03395,2025-03-07,Rideaux,Soie,144,M2,278,70.37
T03396,2023-05-27,Serviettes,Lin,239,M8,82,77.47
T03397,2023-01-11,Tissus techniques,Polyester,365,M3,269,80.08
T03398,2023-04-21,Housses,Soie,51,M7,189,71.53
T03399,2023-09-20,Tissus techniques,Lin,453,M9,174,81.09
T03400,2023-03-09,Rideaux,Soie,208,M6,285,74.05
T03401,2023-02-22,Draps,Soie,253,M10,239,75.76
T03402,2023-08-01,Draps,Mélange,247,M1,200,78.43
T03403,2025-07-15,Rideaux,Polyester,166,M6,267,75.2
T03404,2025-04-09,Rideaux,Soie,86,M7,239,71.21
T03405,2025-02-28,Rideaux,Soie,155,M4,159,77.16
T03406,2023-07-22,Draps,Coton,434,M2,276,71.59
T03407,2023-11-06,Serviettes,Coton,142,M4,65,79.0
T03408,2023-07-16,Serviettes,Soie,307,M5,172,71.02
T03409,2023-01-18,Draps,Soie,354,M1,110,75.2
T03410,2024-01-07,Rideaux,Lin,72,M7,97,71.32
T03411,2025-12-20,Rideaux,Mélange,431,M1,130,78.18
T03412,2023-05-18,Rideaux,Coton,371,M2,228,80.44
T03413,2024-09-24,Housses,Lin,349,M3,78,73.81
T03414,2023-05-26,Serviettes,Soie,303,M9,148,76.84
T03415,2025-08-08,Serviettes,Polyester,247,M7,299,73.21
T03416,2024-07-24,Tissus techniques,Mélange,115,M10,113,73.19
T03417,2023-01-24,Tissus techniques,Lin,291,M1,121,75.63
T03418,2025-08-26,Tissus techniques,Polyester,483,M7,277,79.94
T03419,2024-04-17,Rideaux,Coton,318,M9,278,74.71
T03420,2023-06-22,Tissus techniques,Coton,194,M5,290,72.35
T03421,2025-06-25,Rideaux,Polyester,133,M9,122,73.52
T03422,2024-11-17,Housses,Soie,371,M5,104,80.25
T03423,2023-01-19,Rideaux,Lin,488,M9,71,77.97
T03424,2024-05-22,Tissus techniques,Mélange,382,M5,250,75.03
T03425,2025-10-17,Serviettes,Coton,499,M2,193,81.82
T03426,2024-01-18,Draps,Soie,238,M4,206,74.66
T03427,2023-11-23,Housses,Mélange,495,M6,256,82.39
T03428,2024-08-25,Tissus techniques,Coton,64,M5,106,70.0
T03429,2024-01-19,Housses,Lin,358,M7,252,71.82
T03430,2024-05-24,Housses,Mélange,203,M4,234,72.46
T03431,2023-09-21,Draps,Polyester,161,M7,119,70.92
T03432,2024-08-26,Draps,Soie,303,M9,70,75.82
T03433,2024-08-21,Housses,Coton,226,M5,124,72.61
T03434,2024-03-19,Serviettes,Polyester,313,M3,127,78.48
T03435,2025-02-10,Housses,Coton,335,M8,126,75.84
T03436,2024-10-06,Draps,Mélange,343,M4,85,77.31
T03437,2025-01-12,Housses,Soie,249,M9,162,75.45
T03438,2025-12-09,Tissus techniques,Coton,331,M5,276,77.2
T03439,2023-07-11,Tissus techniques,Coton,183,M2,229,73.59
T03440,2024-09-22,Tissus techniques,Polyester,444,M2,67,80.41
T03441,2024-07-14,Serviettes,Lin,260,M3,276,72.81
T03442,2024-07-07,Draps,Lin,443,M6,292,83.06
